stock_code,name,current_price,ROE,EPS,年營收成長率,月營收成長率,market_cap,sector,industry,data_sources
2102.TW,泰豐,20.8,18.0,1.16,4.67,3.45,20800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2103.TW,台橡,17.85,15.0,1.05,10.14,10.7,17850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2104.TW,中橡,10.9,18.0,0.74,10.42,12.52,10900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2105.TW,正新,41.4,15.0,4.04,6.11,6.02,41400000000,Consumer Goods,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2106.TW,建大,23.7,15.0,1.64,9.62,10.96,23700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2107.TW,厚生,26.2,12.0,2.42,9.87,7.25,26200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2108.TW,南帝,24.05,18.0,1.39,11.14,7.91,24050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2109.TW,華豐,17.2,12.0,1.25,3.06,2.82,17200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2114.TW,鑫永銓,92.4,15.0,6.11,11.8,13.08,92400000000,Industrials,Manufacturing,['TWSTOCK']
2115.TW,六暉,29.1,15.0,2.01,17.77,14.85,29100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2201.TW,裕隆,34.55,18.0,2.31,12.78,12.22,34550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2204.TW,中華,63.1,18.0,5.65,3.72,3.96,63100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2206.TW,三陽工業,67.5,12.0,3.89,9.82,12.21,67500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2207.TW,和泰車,583.0,15.0,48.11,9.28,7.61,583000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2208.TW,台船,18.15,15.0,1.68,13.99,15.86,18150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2227.TW,裕日車,55.1,18.0,5.24,3.81,4.13,55100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2228.TW,劍麟,93.4,18.0,6.23,17.35,18.72,93400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2231.TW,為升,74.6,15.0,7.31,5.84,5.11,74600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2236.TW,百達,93.6,18.0,6.77,2.62,2.1,93600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2301.TW,光寶科,108.5,18.0,7.3,8.14,9.99,108500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2302.TW,麗正,16.45,18.0,1.0,6.39,7.47,16450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2303.TW,聯電,47.45,15.0,2.49,14.61,18.95,47450000000,Technology,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2308.TW,台達電,398.0,18.0,26.79,3.04,2.91,398000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2312.TW,金寶,20.5,18.0,1.45,16.11,17.13,20500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2313.TW,華通,57.9,18.0,3.99,10.9,11.43,57900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2314.TW,台揚,7.66,18.0,0.49,14.7,14.23,7660000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2315.TW,神達,,15.0,1.8,8.78,6.22,177363987974,Industrials,Manufacturing,['ESTIMATED']
2316.TW,楠梓電,43.25,18.0,3.74,15.2,19.16,43250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2317.TW,鴻海,156.5,9.6,13.04,14.78,14.26,2159700000000,Technology Hardware,Electronic Equipment,"['TWSTOCK', 'TWSE_API']"
2321.TW,東訊,14.6,15.0,1.45,0.81,0.74,14600000000,Industrials,Manufacturing,['TWSTOCK']
2323.TW,中環,8.05,18.0,0.64,8.15,9.51,8050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2324.TW,仁寶,28.65,18.0,1.98,17.07,16.22,28650000000,Technology Hardware,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2325.TW,矽品,,15.0,3.19,0.48,0.45,726695077918,Industrials,Manufacturing,['ESTIMATED']
2327.TW,國巨,471.5,18.0,44.79,13.52,14.96,471500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2328.TW,廣宇,39.15,18.0,3.5,6.44,7.49,39150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2329.TW,華名,40.8,18.0,3.43,10.31,7.99,40800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2330.TW,台積電,1030.0,22.0,57.22,20.35,15.05,26677000000000,Technology,Semiconductors,"['TWSTOCK', 'TWSE_API']"
2331.TW,精英,18.35,18.0,1.61,8.04,7.65,18350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2332.TW,友訊,16.35,18.0,0.98,15.1,17.32,16350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2337.TW,旺宏,21.6,15.0,1.71,6.26,6.32,21600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2338.TW,光罩,29.35,18.0,2.9,8.22,8.92,29350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2340.TW,光磊,19.75,18.0,1.6,15.01,10.64,19750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2342.TW,茂矽,22.25,18.0,1.57,9.97,11.95,22250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2344.TW,華邦電,18.45,18.0,1.34,2.68,2.87,18450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2345.TW,智邦,797.0,18.0,50.18,7.45,8.03,797000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2347.TW,聯強,73.0,15.0,7.23,7.03,7.04,73000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2348.TW,海悅,113.0,18.0,7.84,11.6,9.06,113000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2349.TW,錸德,10.0,18.0,0.94,3.79,4.48,10000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2351.TW,順德,71.5,18.0,4.7,10.78,9.16,71500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2352.TW,佳世達,27.0,18.0,1.55,12.45,10.99,27000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2353.TW,宏碁,36.4,18.0,2.11,12.19,9.88,36400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2354.TW,鴻準,64.3,18.0,4.5,8.68,8.73,64300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2355.TW,敬鵬,31.75,18.0,2.15,0.63,0.65,31750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2356.TW,英業達,43.8,18.0,3.45,8.9,8.86,43800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2357.TW,華碩,684.0,18.0,50.46,16.78,21.29,684000000000,Technology Hardware,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2358.TW,廷鑫,,15.0,1.34,12.04,14.24,770933061870,Industrials,Manufacturing,['ESTIMATED']
2359.TW,所羅門,138.5,18.0,10.14,8.97,11.02,138500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2360.TW,致茂,350.0,18.0,20.39,7.08,6.33,350000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2362.TW,藍天,48.6,18.0,3.32,4.2,4.85,48600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2363.TW,矽統,47.65,18.0,3.23,1.71,1.2,47650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2364.TW,倫飛,89.4,18.0,6.66,16.29,17.15,89400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2365.TW,昆盈,36.6,18.0,2.75,7.23,6.41,36600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2367.TW,燿華,23.4,18.0,1.57,14.03,14.76,23400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2368.TW,金像電,278.0,18.0,16.77,16.35,16.14,278000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2369.TW,菱生,15.35,18.0,0.92,7.65,6.17,15350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2371.TW,大同,40.15,18.0,2.49,3.22,2.41,40150000000,Industrials,Manufacturing,['TWSTOCK']
2373.TW,震旦行,60.5,12.0,4.26,1.95,1.71,60500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2374.TW,佳能,54.4,18.0,4.2,12.38,15.84,54400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2375.TW,智寶,56.8,18.0,5.26,2.68,3.25,56800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2376.TW,技嘉,287.0,18.0,19.18,11.2,14.2,287000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2377.TW,微星,145.0,18.0,9.94,9.56,12.2,145000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2379.TW,瑞昱,550.0,15.0,51.91,0.17,0.22,550000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2380.TW,虹光,3.61,18.0,0.23,10.24,9.11,3610000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2382.TW,廣達,287.5,18.0,16.08,6.22,4.64,287500000000,Technology Hardware,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2383.TW,台光電,860.0,18.0,81.53,9.3,11.28,860000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2384.TW,勝華,,15.0,2.25,3.91,2.79,362811270937,Industrials,Manufacturing,['ESTIMATED']
2385.TW,群光,154.5,18.0,9.38,12.31,13.52,154500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2387.TW,精元,51.7,18.0,4.42,6.42,5.37,51700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2388.TW,威盛,63.6,18.0,4.06,7.36,5.7,63600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2390.TW,云辰,10.75,18.0,0.74,17.39,15.64,10750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2392.TW,正崴,51.9,18.0,3.32,8.22,6.21,51900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2393.TW,億光,75.6,15.0,5.81,2.38,2.89,75600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2395.TW,研華,345.0,15.0,26.41,16.79,21.79,345000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2397.TW,友通,64.0,18.0,3.99,16.75,16.22,64000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2399.TW,映泰,18.1,18.0,1.06,8.66,10.14,18100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2401.TW,凌陽,19.0,18.0,1.27,10.17,13.05,19000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2402.TW,毅嘉,38.8,18.0,2.24,0.62,0.68,38800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2404.TW,漢唐,564.0,18.0,43.23,0.32,0.3,564000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2405.TW,浩鑫,16.25,18.0,0.91,17.74,22.57,16250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2406.TW,國碩,11.1,18.0,0.62,5.69,7.0,11100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2408.TW,南亞科,53.5,18.0,3.58,13.94,13.83,53500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2409.TW,友達,12.7,18.0,0.75,6.51,4.76,12700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2412.TW,中華電,135.0,12.0,9.84,4.65,3.82,135000000000,Telecommunications,Telecom Services,"['TWSTOCK', 'TWSE_API']"
2413.TW,環科,17.9,18.0,1.13,17.45,21.03,17900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2414.TW,精技,40.1,15.0,3.27,10.92,13.05,40100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2415.TW,錩新,23.2,18.0,2.25,8.25,7.05,23200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2417.TW,圓剛,37.5,18.0,2.54,5.3,3.95,37500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2419.TW,仲琦,22.85,18.0,2.05,3.01,3.91,22850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2420.TW,新巨,53.4,18.0,3.37,5.6,5.52,53400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2421.TW,建準,104.0,18.0,10.33,7.84,10.09,104000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2423.TW,固緯,43.55,15.0,2.9,0.07,0.05,43550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2424.TW,隴華,82.6,18.0,5.83,1.73,2.14,82600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2425.TW,承啟,38.0,18.0,3.34,14.48,12.17,38000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2426.TW,鼎元,15.6,18.0,1.36,8.07,5.98,15600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2427.TW,三商電,28.35,18.0,1.93,14.85,13.36,28350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2428.TW,興勤,133.0,18.0,8.46,7.95,6.84,133000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2429.TW,銘旺科,71.3,18.0,6.26,3.45,3.29,71300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2430.TW,燦坤,24.65,18.0,1.38,7.45,8.37,24650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2431.TW,聯昌,11.3,18.0,0.96,7.84,6.37,11300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2433.TW,互盛電,50.2,12.0,3.51,7.4,7.08,50200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2434.TW,統懋,29.9,15.0,2.1,16.25,21.1,29900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2436.TW,偉詮電,50.0,18.0,3.2,1.09,1.02,50000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2438.TW,翔耀,30.0,18.0,2.67,16.71,12.61,30000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2439.TW,美律,112.0,15.0,9.77,6.45,7.92,112000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2441.TW,超豐,56.1,18.0,5.03,6.83,5.38,56100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2442.TW,新美齊,25.05,18.0,2.2,16.93,15.31,25050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2443.TW,億麗,,15.0,1.1,3.43,3.37,244319976123,Industrials,Manufacturing,['ESTIMATED']
2444.TW,兆赫,11.35,18.0,0.73,1.36,1.46,11350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2449.TW,京元電子,101.5,18.0,5.87,8.24,6.93,101500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2451.TW,創見,103.5,15.0,8.89,15.48,19.16,103500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2453.TW,凌群,58.0,18.0,3.27,4.38,5.43,58000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2454.TW,聯發科,1250.0,18.0,62.5,16.98,14.51,1600000000000,Technology,Semiconductors,"['TWSTOCK', 'TWSE_API']"
2455.TW,全新,121.5,18.0,8.25,8.57,8.07,121500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2456.TW,奇力新,,15.0,1.68,10.39,8.75,543789854884,Industrials,Manufacturing,['ESTIMATED']
2458.TW,義隆,124.5,18.0,7.36,7.5,8.05,124500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2459.TW,敦吉,65.6,15.0,4.02,0.9,0.91,65599999999,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2460.TW,建通,17.4,18.0,1.1,7.58,8.32,17400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2461.TW,光群雷,16.7,18.0,1.27,0.49,0.36,16700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2462.TW,良得電,20.6,18.0,1.74,9.86,7.02,20600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2464.TW,盟立,60.5,18.0,3.92,2.77,3.38,60500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2465.TW,麗臺,60.3,18.0,4.49,2.12,1.86,60300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2466.TW,冠西電,84.0,18.0,6.89,11.77,9.75,84000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2467.TW,志聖,155.5,18.0,12.03,10.79,12.6,155500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2468.TW,華經,67.4,18.0,4.67,7.12,5.2,67400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2471.TW,資通,56.7,18.0,4.02,11.78,13.57,56700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2472.TW,立隆電,75.6,18.0,6.32,3.77,3.64,75600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2474.TW,可成,212.0,15.0,14.4,5.93,6.05,212000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2476.TW,鉅祥,74.7,18.0,5.14,14.42,11.55,74700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2477.TW,美隆電,20.15,18.0,1.85,14.46,13.23,20150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2478.TW,大毅,44.0,18.0,4.1,13.62,13.08,44000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2480.TW,敦陽科,155.5,18.0,10.87,5.99,5.75,155500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2481.TW,強茂,49.8,18.0,3.05,0.15,0.19,49800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2482.TW,連宇,18.05,18.0,1.7,4.81,4.64,18050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2483.TW,百容,17.65,18.0,1.06,11.7,8.73,17650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2484.TW,希華,21.0,18.0,1.41,8.16,9.34,21000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2485.TW,兆赫,11.35,18.0,0.71,8.43,10.47,11350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2486.TW,一詮,80.1,18.0,5.24,4.27,3.45,80100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2488.TW,漢平,45.5,18.0,3.12,10.74,11.33,45500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2489.TW,瑞軒,14.2,18.0,1.08,5.45,5.96,14200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2491.TW,吉祥全,10.3,18.0,0.98,2.73,2.19,10300000000,Industrials,Manufacturing,['TWSTOCK']
2492.TW,華新科,80.7,18.0,6.62,10.37,7.56,80700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2493.TW,揚博,99.4,18.0,6.13,0.54,0.66,99400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2495.TW,普安,22.35,18.0,1.99,3.53,4.46,22350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2496.TW,卓越,71.9,15.0,6.25,9.86,7.9,71900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2497.TW,怡利電,41.75,18.0,2.53,0.53,0.62,41750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2498.TW,宏達電,38.2,18.0,2.36,7.57,7.31,38200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2499.TW,東貝,,15.0,1.6,17.81,15.21,332479094716,Industrials,Manufacturing,['ESTIMATED']
2501.TW,國建,19.25,18.0,1.26,7.39,7.92,19250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2504.TW,國產,46.15,15.0,2.71,7.49,7.1,46150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2505.TW,國揚,19.15,15.0,1.36,16.36,17.55,19150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2506.TW,太設,10.4,15.0,0.63,17.97,16.52,10400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2508.TW,大亞,,15.0,1.51,8.72,10.72,430626639980,Industrials,Manufacturing,['ESTIMATED']
2509.TW,全坤建,14.3,18.0,1.14,0.1,0.07,14300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2511.TW,太子,9.27,15.0,0.64,8.89,9.44,9270000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2514.TW,龍邦,17.0,18.0,1.15,9.37,8.73,17000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2515.TW,中工,10.6,18.0,0.69,13.98,12.27,10600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2516.TW,新建,17.5,18.0,1.69,11.72,11.55,17500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2520.TW,冠德,50.5,18.0,4.08,6.5,8.45,50500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2524.TW,京城,45.05,18.0,3.22,12.43,13.96,45050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2527.TW,宏璟,28.45,18.0,1.75,6.52,6.82,28450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2528.TW,皇普,33.1,18.0,2.36,17.13,17.38,33100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2530.TW,華建,33.6,18.0,2.62,14.21,13.26,33600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2534.TW,宏盛,25.15,15.0,1.65,4.21,4.06,25150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2535.TW,達欣工,58.2,15.0,3.42,6.11,4.35,58200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2536.TW,宏普,29.9,15.0,1.91,8.69,10.1,29900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2537.TW,聯上發,12.1,18.0,1.05,9.7,7.11,12100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2538.TW,基泰,12.45,18.0,0.75,0.22,0.17,12450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2539.TW,櫻花建,62.0,15.0,4.72,10.37,7.51,62000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2540.TW,愛山林,76.5,15.0,4.93,3.22,3.03,76500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2542.TW,興富發,40.25,15.0,2.31,14.81,15.83,40250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2543.TW,皇昌,85.7,18.0,7.73,1.65,1.25,85700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2544.TW,杏昌,,15.0,2.07,14.39,15.99,565175131823,Industrials,Manufacturing,['ESTIMATED']
2545.TW,皇翔,52.6,18.0,4.49,11.66,14.4,52600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2546.TW,根基,80.5,15.0,5.93,14.89,13.01,80500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2547.TW,日勝生,12.7,15.0,1.13,16.98,16.33,12700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2548.TW,華固,110.0,15.0,8.18,3.42,3.42,110000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2597.TW,潤弘,172.0,15.0,14.38,16.07,11.43,172000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2601.TW,益航,6.02,18.0,0.38,1.33,1.22,6020000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2603.TW,長榮,239.0,18.0,21.23,15.75,19.63,239000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2605.TW,新興,23.0,18.0,1.93,9.39,9.55,23000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2606.TW,裕民,59.6,18.0,3.32,3.05,2.85,59600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2607.TW,榮運,32.1,15.0,2.52,16.67,16.62,32100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2608.TW,嘉里大榮,35.15,15.0,3.29,13.88,12.04,35150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2609.TW,陽明,74.1,18.0,5.04,1.12,1.12,74100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2610.TW,華航,21.8,18.0,1.46,16.84,18.73,21800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2611.TW,志信,19.95,18.0,1.51,13.52,12.26,19950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2612.TW,中航,45.7,18.0,3.55,17.8,22.26,45700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2613.TW,中櫃,28.85,18.0,1.64,2.2,2.07,28850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2614.TW,東森,16.7,15.0,1.28,16.86,15.91,16700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2615.TW,萬海,101.0,18.0,9.2,9.81,9.97,101000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2616.TW,山隆,15.35,15.0,1.05,14.23,17.28,15350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2617.TW,台航,29.0,15.0,2.41,2.58,2.37,29000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2618.TW,長榮航,40.0,15.0,2.76,11.89,12.87,40000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2630.TW,台泥國際,36.7,18.0,2.9,0.49,0.45,36700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2633.TW,台灣高鐵,28.85,12.0,2.19,2.21,1.99,28850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2634.TW,漢翔,44.15,15.0,3.51,15.53,17.34,44150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
