stock_code,name,current_price,ROE,EPS,年營收成長率,月營收成長率,market_cap,sector,industry,data_sources
2102.TW,泰豐,20.65,18.0,1.18,5.45,7.03,20650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2103.TW,台橡,18.35,15.0,1.4,7.48,9.36,18350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2104.TW,中橡,11.2,18.0,1.02,8.18,9.43,11200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2105.TW,正新,50.8,12.0,4.11,12.46,12.42,50800000000,Consumer Goods,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2106.TW,建大,23.85,15.0,1.61,2.91,3.45,23850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2107.TW,厚生,26.35,12.0,1.91,2.45,2.58,26350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2108.TW,南帝,24.7,18.0,2.33,16.64,16.13,24700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2109.TW,華豐,17.55,12.0,1.04,17.64,18.97,17550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2114.TW,鑫永銓,91.5,15.0,5.19,5.73,4.39,91500000000,Industrials,Manufacturing,['TWSTOCK']
2115.TW,六暉,28.9,15.0,2.27,10.36,7.63,28900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2201.TW,裕隆,36.65,18.0,3.35,6.42,8.15,36650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2204.TW,中華,68.0,18.0,3.88,2.98,2.22,68000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2206.TW,三陽工業,70.5,12.0,4.29,17.02,16.6,70500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2207.TW,和泰車,638.0,15.0,37.48,5.23,5.14,638000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2208.TW,台船,16.45,15.0,1.27,8.73,7.44,16450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2227.TW,裕日車,61.0,18.0,3.61,10.66,8.61,61000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2228.TW,劍麟,95.0,18.0,7.43,9.06,6.89,95000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2231.TW,為升,83.5,15.0,5.16,2.58,2.02,83500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2236.TW,百達,92.4,18.0,6.47,12.83,14.43,92400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2301.TW,光寶科,101.5,18.0,6.21,4.28,3.2,101500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2302.TW,麗正,16.7,18.0,1.03,10.81,12.31,16700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2303.TW,聯電,46.75,15.0,2.25,8.62,10.2,46750000000,Technology,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2308.TW,台達電,374.0,18.0,33.19,14.07,11.72,374000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2312.TW,金寶,21.5,18.0,1.41,11.98,10.02,21500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2313.TW,華通,61.3,18.0,3.56,6.2,5.36,61300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2314.TW,台揚,8.26,18.0,0.58,5.51,5.83,8260000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2315.TW,神達,,15.0,1.29,1.27,1.41,535566044019,Industrials,Manufacturing,['ESTIMATED']
2316.TW,楠梓電,43.35,18.0,2.53,10.63,10.82,43350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2317.TW,鴻海,156.0,9.6,13.0,13.34,16.54,2152800000000,Technology Hardware,Electronic Equipment,"['TWSTOCK', 'TWSE_API']"
2321.TW,東訊,14.0,15.0,1.3,16.74,14.08,14000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2323.TW,中環,8.24,18.0,0.68,12.49,10.72,8240000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2324.TW,仁寶,28.8,18.0,2.34,6.43,7.08,28800000000,Technology Hardware,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2325.TW,矽品,,15.0,3.73,13.85,16.55,601955807197,Industrials,Manufacturing,['ESTIMATED']
2327.TW,國巨,490.0,18.0,47.2,10.56,8.1,490000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2328.TW,廣宇,38.35,18.0,2.95,12.75,14.22,38350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2329.TW,華名,37.7,18.0,2.67,8.32,6.82,37700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2330.TW,台積電,967.0,22.0,53.72,32.45,40.38,25045300000000,Technology,Semiconductors,"['TWSTOCK', 'TWSE_API']"
2331.TW,精英,18.35,18.0,1.11,12.61,13.2,18350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2332.TW,友訊,18.3,18.0,1.7,6.79,7.72,18300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2337.TW,旺宏,21.55,15.0,1.27,5.25,3.83,21550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2338.TW,光罩,29.3,18.0,1.78,17.61,12.75,29300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2340.TW,光磊,20.15,18.0,1.64,15.78,14.22,20150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2342.TW,茂矽,23.2,18.0,1.64,16.2,19.21,23200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2344.TW,華邦電,17.7,18.0,1.51,10.71,13.88,17700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2345.TW,智邦,745.0,18.0,44.95,13.49,11.81,745000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2347.TW,聯強,71.2,15.0,4.29,7.21,5.51,71200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2348.TW,海悅,123.5,18.0,8.01,6.39,6.96,123500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2349.TW,錸德,9.98,18.0,0.8,16.5,15.21,9980000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2351.TW,順德,71.0,18.0,5.8,13.87,13.94,71000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2352.TW,佳世達,26.95,18.0,2.1,1.19,1.37,26950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2353.TW,宏碁,34.7,18.0,2.05,16.88,21.76,34700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2354.TW,鴻準,60.6,18.0,5.15,17.24,20.87,60600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2355.TW,敬鵬,33.5,18.0,2.13,10.76,10.53,33500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2356.TW,英業達,42.15,18.0,2.91,16.23,17.31,42150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2357.TW,華碩,625.0,18.0,40.74,11.37,13.82,625000000000,Technology Hardware,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2358.TW,廷鑫,,15.0,1.05,5.27,5.93,252839865871,Industrials,Manufacturing,['ESTIMATED']
2359.TW,所羅門,142.5,18.0,7.97,17.3,17.7,142500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2360.TW,致茂,335.5,18.0,22.74,5.97,5.07,335500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2362.TW,藍天,49.5,18.0,2.81,3.05,2.24,49500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2363.TW,矽統,47.8,18.0,4.7,17.54,16.81,47800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2364.TW,倫飛,79.9,18.0,6.09,9.61,10.07,79900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2365.TW,昆盈,37.55,18.0,3.25,8.63,10.0,37550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2367.TW,燿華,25.7,18.0,2.06,0.41,0.52,25700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2368.TW,金像電,260.0,18.0,23.7,9.0,9.06,260000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2369.TW,菱生,14.2,18.0,1.23,9.35,11.89,14200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2371.TW,大同,41.75,18.0,3.97,16.26,20.08,41750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2373.TW,震旦行,61.6,12.0,4.9,14.58,15.29,61600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2374.TW,佳能,51.0,18.0,3.32,13.87,14.11,51000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2375.TW,智寶,60.7,18.0,5.08,6.35,7.69,60700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2376.TW,技嘉,276.0,18.0,16.21,16.41,16.34,276000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2377.TW,微星,142.5,18.0,8.74,16.8,14.91,142500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2379.TW,瑞昱,541.0,15.0,44.21,14.59,13.23,541000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2380.TW,虹光,3.93,18.0,0.28,2.7,3.25,3930000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2382.TW,廣達,271.5,18.0,24.04,15.48,11.57,271500000000,Technology Hardware,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2383.TW,台光電,749.0,18.0,62.52,7.7,9.8,749000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2384.TW,勝華,,15.0,2.2,12.65,12.67,474062562205,Industrials,Manufacturing,['ESTIMATED']
2385.TW,群光,169.0,18.0,13.99,11.37,12.7,169000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2387.TW,精元,52.6,18.0,5.0,7.02,7.58,52600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2388.TW,威盛,67.0,18.0,4.87,12.33,12.09,67000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2390.TW,云辰,11.95,18.0,1.12,12.87,14.67,11950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2392.TW,正崴,51.7,18.0,4.99,15.52,16.35,51700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2393.TW,億光,81.3,15.0,4.84,16.47,12.83,81300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2395.TW,研華,342.0,15.0,21.6,15.59,11.49,342000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2397.TW,友通,66.1,18.0,4.76,14.63,16.24,66099999999,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2399.TW,映泰,19.35,18.0,1.88,11.56,11.86,19350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2401.TW,凌陽,20.0,18.0,1.39,4.79,6.22,20000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2402.TW,毅嘉,39.9,18.0,3.89,1.61,1.58,39900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2404.TW,漢唐,559.0,18.0,31.56,16.49,18.98,559000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2405.TW,浩鑫,16.7,18.0,1.36,10.4,12.14,16700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2406.TW,國碩,12.1,18.0,0.79,10.52,10.29,12100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2408.TW,南亞科,45.55,18.0,3.91,15.05,14.76,45550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2409.TW,友達,12.85,18.0,0.8,16.3,16.29,12850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2412.TW,中華電,129.5,12.0,7.3,3.97,3.31,129500000000,Telecommunications,Telecom Services,"['TWSTOCK', 'TWSE_API']"
2413.TW,環科,19.1,18.0,1.21,9.23,7.4,19100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2414.TW,精技,41.15,15.0,2.49,16.2,13.36,41150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2415.TW,錩新,25.3,18.0,1.54,8.36,9.41,25300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2417.TW,圓剛,38.6,18.0,2.31,14.55,15.95,38600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2419.TW,仲琦,21.2,18.0,1.84,6.19,5.19,21200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2420.TW,新巨,54.5,18.0,4.99,14.03,14.22,54500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2421.TW,建準,104.0,18.0,8.31,3.8,3.27,104000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2423.TW,固緯,43.0,15.0,4.1,10.13,7.94,43000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2424.TW,隴華,92.7,18.0,7.99,8.52,9.76,92700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2425.TW,承啟,38.25,18.0,2.38,17.98,17.36,38250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2426.TW,鼎元,16.7,18.0,0.96,7.74,5.84,16700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2427.TW,三商電,25.1,18.0,1.47,4.32,5.12,25100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2428.TW,興勤,138.0,18.0,10.74,17.44,19.5,138000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2429.TW,銘旺科,54.8,18.0,3.51,8.27,9.86,54800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2430.TW,燦坤,25.25,18.0,1.49,8.54,7.07,25250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2431.TW,聯昌,12.05,18.0,0.69,16.48,18.62,12050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2433.TW,互盛電,50.7,12.0,2.93,6.46,4.65,50700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2434.TW,統懋,30.0,15.0,1.96,12.07,14.01,30000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2436.TW,偉詮電,48.0,18.0,4.63,2.29,2.94,48000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2438.TW,翔耀,30.95,18.0,2.17,1.1,1.36,30950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2439.TW,美律,126.5,15.0,10.03,16.53,18.95,126500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2441.TW,超豐,56.9,18.0,3.41,2.35,3.03,56900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2442.TW,新美齊,24.95,18.0,1.67,2.4,2.19,24950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2443.TW,億麗,,15.0,1.43,7.56,6.38,102160205707,Industrials,Manufacturing,['ESTIMATED']
2444.TW,兆赫,11.45,18.0,1.1,14.47,11.52,11450000000,Industrials,Manufacturing,['TWSTOCK']
2449.TW,京元電子,97.0,18.0,5.75,11.96,13.13,97000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2451.TW,創見,103.0,15.0,8.27,7.43,7.01,103000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2453.TW,凌群,58.8,18.0,4.23,12.98,16.72,58800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2454.TW,聯發科,1260.0,18.0,63.0,17.91,20.15,1612800000000,Technology,Semiconductors,"['TWSTOCK', 'TWSE_API']"
2455.TW,全新,103.5,18.0,9.49,3.65,3.83,103500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2456.TW,奇力新,,15.0,3.91,5.75,6.43,440370707805,Industrials,Manufacturing,['ESTIMATED']
2458.TW,義隆,138.0,18.0,7.83,16.95,15.48,138000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2459.TW,敦吉,64.1,15.0,5.97,12.3,11.93,64099999999,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2460.TW,建通,18.1,18.0,1.27,9.18,7.69,18100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2461.TW,光群雷,18.8,18.0,1.46,3.17,3.35,18800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2462.TW,良得電,21.3,18.0,1.52,0.41,0.47,21300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2464.TW,盟立,59.2,18.0,5.0,13.05,9.57,59200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2465.TW,麗臺,62.2,18.0,4.23,0.16,0.19,62200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2466.TW,冠西電,86.2,18.0,6.99,2.32,1.82,86200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2467.TW,志聖,151.0,18.0,8.72,16.59,15.59,151000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2468.TW,華經,61.1,18.0,6.11,8.73,9.51,61100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2471.TW,資通,57.2,18.0,3.92,9.82,9.39,57200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2472.TW,立隆電,77.8,18.0,5.84,1.65,1.88,77800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2474.TW,可成,210.0,15.0,12.66,2.72,2.83,210000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2476.TW,鉅祥,74.1,18.0,5.41,15.84,16.23,74100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2477.TW,美隆電,20.75,18.0,1.62,6.97,7.73,20750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2478.TW,大毅,46.1,18.0,3.01,7.82,5.97,46100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2480.TW,敦陽科,166.5,18.0,11.07,16.19,18.46,166500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2481.TW,強茂,50.6,18.0,3.11,4.36,3.08,50600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2482.TW,連宇,18.35,18.0,1.17,12.0,12.37,18350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2483.TW,百容,18.7,18.0,1.04,2.4,2.55,18700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2484.TW,希華,22.55,18.0,1.37,9.11,7.78,22550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2485.TW,兆赫,12.1,18.0,0.71,6.8,7.72,12100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2486.TW,一詮,80.8,18.0,4.78,2.41,2.7,80800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2488.TW,漢平,47.2,18.0,4.45,1.41,1.27,47200000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2489.TW,瑞軒,14.05,18.0,1.34,2.16,2.51,14050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2491.TW,吉祥全,11.1,18.0,0.83,17.69,13.89,11100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2492.TW,華新科,81.8,18.0,5.11,11.97,8.58,81800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2493.TW,揚博,97.3,18.0,9.46,10.19,10.61,97300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2495.TW,普安,23.65,18.0,2.07,12.44,12.43,23650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2496.TW,卓越,73.1,15.0,5.22,2.66,2.7,73100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2497.TW,怡利電,45.4,18.0,3.91,7.64,6.22,45400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2498.TW,宏達電,38.85,18.0,2.38,16.57,18.48,38850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2499.TW,東貝,,15.0,3.78,8.07,8.24,297800837301,Industrials,Manufacturing,['ESTIMATED']
2501.TW,國建,19.4,18.0,1.26,2.44,1.99,19400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2504.TW,國產,41.75,15.0,2.9,13.3,15.3,41750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2505.TW,國揚,19.75,15.0,1.8,17.94,20.33,19750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2506.TW,太設,10.6,15.0,0.81,10.96,12.8,10600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2508.TW,大亞,,15.0,2.88,9.56,9.76,702312931097,Industrials,Manufacturing,['ESTIMATED']
2509.TW,全坤建,14.8,18.0,1.05,16.41,13.47,14800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2511.TW,太子,9.59,15.0,0.56,5.09,3.87,9590000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2514.TW,龍邦,17.75,18.0,1.55,13.59,9.74,17750000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2515.TW,中工,11.05,18.0,0.91,9.73,8.97,11050000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2516.TW,新建,18.55,18.0,1.17,3.97,3.93,18550000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2520.TW,冠德,55.5,18.0,4.16,4.99,6.01,55500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2524.TW,京城,50.9,18.0,3.21,6.84,8.29,50900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2527.TW,宏璟,29.95,18.0,2.43,15.35,18.47,29950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2528.TW,皇普,36.35,18.0,2.44,16.51,14.06,36350000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2530.TW,華建,32.25,18.0,2.05,5.85,5.1,32250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2534.TW,宏盛,25.45,15.0,2.12,5.61,4.91,25450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2535.TW,達欣工,61.7,15.0,5.3,11.84,9.5,61700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2536.TW,宏普,30.5,15.0,2.53,7.75,6.06,30500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2537.TW,聯上發,12.45,18.0,0.74,4.22,4.54,12450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2538.TW,基泰,13.4,18.0,0.76,6.9,8.31,13400000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2539.TW,櫻花建,60.9,15.0,6.02,0.41,0.38,60900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2540.TW,愛山林,76.1,15.0,4.83,0.0,0.0,76100000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2542.TW,興富發,40.0,15.0,3.3,1.65,1.54,40000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2543.TW,皇昌,90.0,18.0,6.05,12.55,13.6,90000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2544.TW,杏昌,,15.0,1.88,13.02,11.17,315204241091,Industrials,Manufacturing,['ESTIMATED']
2545.TW,皇翔,52.7,18.0,3.41,5.45,6.05,52700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2546.TW,根基,80.5,15.0,6.96,12.34,10.76,80500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2547.TW,日勝生,13.6,15.0,0.81,3.71,3.62,13600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2548.TW,華固,112.5,15.0,7.18,14.95,11.96,112500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2597.TW,潤弘,179.5,15.0,14.89,7.47,9.34,179500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2601.TW,益航,6.34,18.0,0.5,7.27,8.0,6340000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2603.TW,長榮,244.5,18.0,22.77,8.67,9.1,244500000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2605.TW,新興,23.8,18.0,1.69,8.01,10.35,23800000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2606.TW,裕民,56.3,18.0,3.94,14.59,14.53,56300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2607.TW,榮運,34.6,15.0,2.43,17.52,16.04,34600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2608.TW,嘉里大榮,36.7,12.0,3.46,6.18,7.45,36700000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2609.TW,陽明,79.6,18.0,5.44,15.13,17.84,79600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2610.TW,華航,22.15,18.0,1.56,12.26,11.78,22150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2611.TW,志信,20.65,18.0,1.65,9.54,12.06,20650000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2612.TW,中航,45.9,18.0,3.17,12.76,12.59,45900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2613.TW,中櫃,29.25,18.0,2.0,17.88,22.67,29250000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2614.TW,東森,17.95,15.0,1.09,8.63,8.07,17950000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2615.TW,萬海,108.0,18.0,6.55,13.06,14.76,108000000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2616.TW,山隆,15.6,15.0,1.52,5.65,4.92,15600000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2617.TW,台航,29.15,18.0,1.82,10.35,8.65,29150000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2618.TW,長榮航,40.85,15.0,3.54,1.84,2.11,40850000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2630.TW,台泥國際,35.3,18.0,2.81,14.43,16.6,35300000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2633.TW,台灣高鐵,27.45,12.0,2.34,8.48,9.31,27450000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
2634.TW,漢翔,42.9,15.0,3.14,13.44,10.67,42900000000,Industrials,Manufacturing,"['TWSTOCK', 'TWSE_API']"
